Date,Close
02/01/2018 16:00:00,"154,25"
03/01/2018 16:00:00,"158,49"
04/01/2018 16:00:00,"161,7"
05/01/2018 16:00:00,"162,49"
08/01/2018 16:00:00,"163,47"
09/01/2018 16:00:00,"163,83"
10/01/2018 16:00:00,"164,18"
11/01/2018 16:00:00,"164,2"
12/01/2018 16:00:00,"163,14"
16/01/2018 16:00:00,"163,85"
17/01/2018 16:00:00,"168,65"
18/01/2018 16:00:00,"169,12"
19/01/2018 16:00:00,"162,37"
22/01/2018 16:00:00,"162,6"
23/01/2018 16:00:00,"166,25"
24/01/2018 16:00:00,"165,37"
25/01/2018 16:00:00,"165,47"
26/01/2018 16:00:00,"167,34"
29/01/2018 16:00:00,"166,8"
30/01/2018 16:00:00,"163,62"
31/01/2018 16:00:00,"163,7"
01/02/2018 16:00:00,"162,4"
02/02/2018 16:00:00,"159,03"
05/02/2018 16:00:00,"152,53"
06/02/2018 16:00:00,"155,34"
07/02/2018 16:00:00,"153,85"
08/02/2018 16:00:00,"147,59"
09/02/2018 16:00:00,"149,51"
12/02/2018 16:00:00,"151,4"
13/02/2018 16:00:00,"150,75"
14/02/2018 16:00:00,"154,76"
15/02/2018 16:00:00,"156,01"
16/02/2018 16:00:00,"156,18"
20/02/2018 16:00:00,"155,16"
21/02/2018 16:00:00,"153,96"
22/02/2018 16:00:00,"153,18"
23/02/2018 16:00:00,"155,52"
26/02/2018 16:00:00,"158,58"
27/02/2018 16:00:00,"156,55"
28/02/2018 16:00:00,"155,83"
01/03/2018 16:00:00,"153,81"
02/03/2018 16:00:00,"154,49"
05/03/2018 16:00:00,"156,95"
06/03/2018 16:00:00,"155,72"
07/03/2018 16:00:00,"158,32"
08/03/2018 16:00:00,"156,21"
09/03/2018 16:00:00,"159,31"
12/03/2018 16:00:00,"160,26"
13/03/2018 16:00:00,"159,32"
14/03/2018 16:00:00,"158,12"
15/03/2018 16:00:00,"159,61"
16/03/2018 16:00:00,"160,26"
19/03/2018 16:00:00,"157,35"
20/03/2018 16:00:00,"156,2"
21/03/2018 16:00:00,"156,69"
22/03/2018 16:00:00,"152,09"
23/03/2018 16:00:00,"148,89"
26/03/2018 16:00:00,"153,37"
27/03/2018 16:00:00,"151,91"
28/03/2018 16:00:00,"152,52"
29/03/2018 16:00:00,"153,43"
02/04/2018 16:00:00,"150,07"
03/04/2018 16:00:00,"149,85"
04/04/2018 16:00:00,"154,12"
05/04/2018 16:00:00,"154,03"
06/04/2018 16:00:00,"150,57"
09/04/2018 16:00:00,"152,69"
10/04/2018 16:00:00,"155,39"
11/04/2018 16:00:00,"155,36"
12/04/2018 16:00:00,"158,07"
13/04/2018 16:00:00,"156,71"
16/04/2018 16:00:00,"157,89"
17/04/2018 16:00:00,"160,91"
18/04/2018 16:00:00,"148,79"
19/04/2018 16:00:00,"147,7"
20/04/2018 16:00:00,"144,9"
23/04/2018 16:00:00,"145,86"
24/04/2018 16:00:00,"145,56"
25/04/2018 16:00:00,"145,94"
26/04/2018 16:00:00,"146,72"
27/04/2018 16:00:00,"146,48"
30/04/2018 16:00:00,"144,96"
01/05/2018 16:00:00,145
02/05/2018 16:00:00,"142,45"
03/05/2018 16:00:00,"141,99"
04/05/2018 16:00:00,"143,91"
07/05/2018 16:00:00,"143,22"
08/05/2018 16:00:00,143
09/05/2018 16:00:00,"142,61"
10/05/2018 16:00:00,"144,24"
11/05/2018 16:00:00,"144,14"
14/05/2018 16:00:00,"144,3"
15/05/2018 16:00:00,"143,74"
16/05/2018 16:00:00,"144,63"
17/05/2018 16:00:00,"144,5"
18/05/2018 16:00:00,"144,5"
21/05/2018 16:00:00,"145,49"
22/05/2018 16:00:00,"145,09"
23/05/2018 16:00:00,"144,67"
24/05/2018 16:00:00,"144,07"
25/05/2018 16:00:00,"143,64"
29/05/2018 16:00:00,"141,22"
30/05/2018 16:00:00,"142,62"
31/05/2018 16:00:00,"141,31"
